1.079833934840728205e-01,3.774296843440505533e-01,1.218110220285028023e-01,4.974903975094258080e-02,8.939967221361777572e-02,5.586512227878748238e-01,2.468968613483856211e-01,8.062547745286448020e-01,1.662067384845592466e-01,4.225344584605634779e-01
4.682943126187668614e-01,5.236327023375999534e-01,1.471927894769800016e-01,6.609502345966884462e-01,4.203773629942687551e-01,7.737760449592607781e-01,3.657416486112438081e-01,8.168427972142743299e-01,4.548503944414580280e-01,8.153012778456086851e-01
7.871812026270962326e-01,5.300446192556479419e-01,7.707861027472048265e-01,3.470140404596943062e-01,7.326205897087354479e-01,9.220781349309490338e-01,6.801688471879403508e-01,5.666808600074072499e-01,3.707531016054746997e-01,1.509985426605159331e-01
9.376880684429130808e-01,8.106269791702047645e-02,6.151460035428037987e-01,3.059201015422519099e-02,5.577495710661758421e-01,6.239265123042565531e-01,3.063676191465708465e-01,5.046438665330322815e-01,9.798539384343761816e-01,7.949015667114963657e-01
6.666637492524207786e-01,4.639643470068768316e-01,8.957188790305171677e-01,5.369547158721675872e-01,2.646200933824678359e-01,5.769396849219776691e-02,1.553184568937272525e-01,2.885583268776674704e-01,4.567830185896859518e-01,6.741631185000773741e-02
8.071714018938338508e-01,7.533834705336317494e-02,5.288178450203092629e-01,4.810353241338373165e-01,4.821847394644067641e-01,2.029003073202850782e-02,1.669026534769167958e-01,2.669913193985388178e-01,3.934875629480073522e-01,2.561113816683326938e-01
8.221893589919460066e-02,6.813793797682294873e-01,5.544312671448519136e-01,3.714466938945197860e-01,9.184688874947362081e-01,8.055975368773552470e-01,3.361129987100452965e-02,9.973657397731386931e-01,4.399674831002441389e-01,2.104407614205349164e-01
6.841696437495423666e-01,1.495436761877015908e-01,3.169626444740193394e-01,2.058895985744366719e-01,4.371454403743192385e-01,3.368678473060380263e-01,4.825015915421568824e-01,4.383812163029288111e-02,6.066901467935424952e-01,5.045230082895832968e-01
6.634174773209271514e-01,3.503113543087548187e-01,9.703612034143970222e-01,2.355694100055304441e-01,2.127834897877811660e-01,1.326303785270622759e-01,8.773617432604673416e-01,6.294828790712760913e-01,8.259640097082641130e-01,9.217009482323421654e-01
8.640212877428674609e-01,6.951508637065911822e-01,6.370719262246470338e-01,1.214744176709534607e-01,1.841284261914294396e-01,8.969636924211366047e-02,6.188544869886531963e-01,9.575034284210149904e-01,2.920827517066824086e-01,4.298536595695354734e-01
6.750184718810855466e-01,4.564654503404239616e-01,7.474434349654620613e-01,5.513133950228489288e-01,7.488534961599206952e-01,9.160577377046852376e-01,8.456399865651872405e-01,3.425466445892904055e-01,8.976693854335127121e-01,2.448460971363584093e-01
6.843130004100846930e-01,4.721853921757459549e-01,8.735501505888149110e-01,3.375409311451268435e-01,5.007846927646458779e-01,9.067755335407241546e-01,6.597821680079675177e-01,4.824149918715276986e-01,5.172668059375243876e-01,9.636579060185179735e-01
9.823481563535955141e-01,4.527524309591862695e-01,5.388406131611499505e-01,9.786739621108223597e-01,2.875389667585834808e-01,7.968660573072549047e-01,6.137728339982951864e-01,8.497470105735327461e-02,3.645434043005768565e-02,3.217521947109451830e-01
2.225962954885694067e-01,9.097150633417538934e-02,6.855178245178614738e-01,7.298202891147754778e-01,1.281901921930117538e-03,4.211300625764570205e-01,9.151471386551403020e-01,6.181659141228634802e-02,6.855740298871459970e-02,3.119414709998526991e-01
4.662997630472430766e-01,9.008080671119932381e-01,4.123668823042058174e-01,1.836288380020664190e-01,2.173302840244747403e-01,2.009156248197011552e-01,4.022923461076909346e-01,9.773100182461388341e-01,9.561826966434227026e-01,1.045227898361535956e-01
9.489570436016496746e-01,5.210278080103551979e-01,5.563377943081360133e-02,3.746258047639567934e-01,7.080000614580038709e-01,5.247790621784474974e-01,1.697278369783361551e-02,5.011487862574265373e-01,1.471790330428429661e-01,8.015662588762462182e-02
6.253831027243481611e-01,6.960240552673030434e-01,2.046737395518579694e-01,8.208344362738304589e-01,9.182310261762313131e-01,3.859677237671133021e-02,7.503863731927262748e-02,3.885776238659026660e-01,8.364567520216974472e-01,5.711165863335978532e-01
1.498822829395135559e-01,1.660029947910690584e-02,9.036807209360898652e-01,2.798905277777029577e-01,8.590670929088420893e-01,9.543403884563478323e-01,3.576245012996739359e-01,2.030603209485503102e-01,7.793253930161961884e-01,3.126881742699514355e-01
8.358125855949544158e-01,4.868948233621962496e-01,4.951025917141183008e-02,9.191045988147896750e-01,1.777188696912507249e-01,6.673836472239735862e-02,8.376051244473259327e-01,5.905171905076965766e-01,3.415881620552337905e-01,3.935776810652379387e-01
7.816074396467050933e-01,7.267172525936616001e-02,6.201486478861917284e-01,3.714667277468219897e-01,9.545065406302011279e-01,1.364992414101553475e-01,4.327979964957137105e-01,1.987921422897012125e-01,9.912614978365941187e-01,4.038057716215245341e-01
1.394367868465493654e-01,3.780608573246685422e-01,7.495000279352204142e-02,7.770684417580142611e-02,3.602962907619544630e-01,9.794658166368122032e-01,8.272215300804184324e-01,1.743258978254667024e-01,6.889471294615070462e-01,2.660015928780861127e-01
1.014223387161977685e-01,1.923291782678936412e-01,8.141067086748499104e-02,3.403899451273018073e-01,5.048992923460210447e-01,1.032283989692657222e-01,9.895271187959644443e-01,6.693648511501620879e-01,1.720464521324116536e-02,5.528313236799995423e-01
2.052608834043091468e-01,3.335707125751603552e-01,8.958787855456166183e-01,9.955557867587033760e-01,8.631919381247910028e-02,9.045725060132846496e-01,6.873924849711292584e-01,8.101247625124941010e-02,7.167967001014143857e-01,4.826629991625696059e-01
8.310055429072195077e-01,5.873011725444488018e-01,7.507062054289123099e-01,5.504683472398587130e-01,5.141203688875173317e-02,2.985807856580130482e-01,9.836901767422002729e-01,6.206656507461099093e-01,3.759291997162100829e-01,5.945966416863549542e-01
